	# Disease ID	Disease Name	Gene ID	Gene_Name
10256	C0007786	Brain Ischemia	3606	IL18
10257	C0007786	Brain Ischemia	3627	CXCL10
10258	C0007786	Brain Ischemia	3725	JUN
10259	C0007786	Brain Ischemia	41	ASIC1
10260	C0007786	Brain Ischemia	4318	MMP9
10261	C0007786	Brain Ischemia	4353	MPO
10262	C0007786	Brain Ischemia	4524	MTHFR
10263	C0007786	Brain Ischemia	4790	NFKB1
10264	C0007786	Brain Ischemia	4792	NFKBIA
10265	C0007786	Brain Ischemia	4843	NOS2
10266	C0007786	Brain Ischemia	5327	PLAT
10267	C0007786	Brain Ischemia	5328	PLAU
10268	C0007786	Brain Ischemia	54205	CYCS
10269	C0007786	Brain Ischemia	5594	MAPK1
10270	C0007786	Brain Ischemia	5595	MAPK3
10271	C0007786	Brain Ischemia	5604	MAP2K1
10272	C0007786	Brain Ischemia	56616	DIABLO
10273	C0007786	Brain Ischemia	5743	PTGS2
10274	C0007786	Brain Ischemia	5925	RB1
10275	C0007786	Brain Ischemia	5970	RELA
10276	C0007786	Brain Ischemia	627	BDNF
10277	C0007786	Brain Ischemia	6347	CCL2
10278	C0007786	Brain Ischemia	6348	CCL3
10279	C0007786	Brain Ischemia	6351	CCL4
10280	C0007786	Brain Ischemia	6356	CCL11
10281	C0007786	Brain Ischemia	6401	SELE
10282	C0007786	Brain Ischemia	6647	SOD1
10283	C0007786	Brain Ischemia	6648	SOD2
10284	C0007786	Brain Ischemia	6774	STAT3
10285	C0007786	Brain Ischemia	7124	TNF
10286	C0007786	Brain Ischemia	7132	TNFRSF1A
10287	C0007786	Brain Ischemia	7133	TNFRSF1B
10288	C0007786	Brain Ischemia	7157	TP53
10289	C0007786	Brain Ischemia	7351	UCP2
10290	C0007786	Brain Ischemia	836	CASP3
10291	C0007786	Brain Ischemia	842	CASP9
10292	C0007786	Brain Ischemia	847	CAT
10293	C0007786	Brain Ischemia	8655	DYNLL1
10294	C0007785	Cerebral Infarction	125	ADH1B
10295	C0007785	Cerebral Infarction	2147	F2
10296	C0007785	Cerebral Infarction	2153	F5
10297	C0007785	Cerebral Infarction	241	ALOX5AP
10298	C0007785	Cerebral Infarction	3039	HBA1
10299	C0007785	Cerebral Infarction	4846	NOS3
10300	C0007785	Cerebral Infarction	4852	NPY
10301	C0007785	Cerebral Infarction	5327	PLAT
10302	C0007785	Cerebral Infarction	5328	PLAU
10303	C0007785	Cerebral Infarction	5583	PRKCH
10305	C0546837	Malignant neoplasm of esophagus	11200	CHEK2
10306	C0546837	Malignant neoplasm of esophagus	125	ADH1B
10307	C0546837	Malignant neoplasm of esophagus	127	ADH4
10308	C0546837	Malignant neoplasm of esophagus	1452	CSNK1A1
10309	C0546837	Malignant neoplasm of esophagus	217	ALDH2
10310	C0546837	Malignant neoplasm of esophagus	23293	SMG6
10311	C0546837	Malignant neoplasm of esophagus	283450	HECTD4
10312	C0546837	Malignant neoplasm of esophagus	4582	MUC1
10313	C0546837	Malignant neoplasm of esophagus	51196	PLCE1
10314	C0546837	Malignant neoplasm of esophagus	5144	PDE4D
10315	C0546837	Malignant neoplasm of esophagus	54437	SEMA5B
10316	C0546837	Malignant neoplasm of esophagus	55027	HEATR3
10317	C0546837	Malignant neoplasm of esophagus	5771	PTPN2
10318	C0546837	Malignant neoplasm of esophagus	6480	ST6GAL1
10319	C0546837	Malignant neoplasm of esophagus	7048	TGFBR2
10320	C0546837	Malignant neoplasm of esophagus	7494	XBP1
10321	C0546837	Malignant neoplasm of esophagus	80724	ACAD10
10322	C0546837	Malignant neoplasm of esophagus	861	RUNX1
10323	C0029408	Degenerative polyarthritis	10015	PDCD6IP
10324	C0029408	Degenerative polyarthritis	100188821	OS4
10326	C0029408	Degenerative polyarthritis	10085	EDIL3
10327	C0029408	Degenerative polyarthritis	10131	TRAP1
10328	C0029408	Degenerative polyarthritis	10149	ADGRG2
10329	C0029408	Degenerative polyarthritis	10449	ACAA2
10330	C0029408	Degenerative polyarthritis	10466	COG5
10331	C0029408	Degenerative polyarthritis	10484	SEC23A
10332	C0029408	Degenerative polyarthritis	10536	P3H3
10333	C0029408	Degenerative polyarthritis	10971	YWHAQ
10334	C0029408	Degenerative polyarthritis	10989	IMMT
10335	C0029408	Degenerative polyarthritis	11062	DUS4L
10336	C0029408	Degenerative polyarthritis	1116	CHI3L1
10337	C0029408	Degenerative polyarthritis	1191	CLU
10338	C0029408	Degenerative polyarthritis	1192	CLIC1
10339	C0029408	Degenerative polyarthritis	1278	COL1A2
10340	C0029408	Degenerative polyarthritis	1280	COL2A1
10341	C0029408	Degenerative polyarthritis	1292	COL6A2
10342	C0029408	Degenerative polyarthritis	1311	COMP
10343	C0029408	Degenerative polyarthritis	1509	CTSD
10344	C0029408	Degenerative polyarthritis	1645	AKR1C1
10345	C0029408	Degenerative polyarthritis	1646	AKR1C2
10346	C0029408	Degenerative polyarthritis	1654	DDX3X
10347	C0029408	Degenerative polyarthritis	1808	DPYSL2
10348	C0029408	Degenerative polyarthritis	1938	EEF2
10349	C0029408	Degenerative polyarthritis	2023	ENO1
10350	C0029408	Degenerative polyarthritis	205	AK4
10351	C0029408	Degenerative polyarthritis	2098	ESD
10352	C0029408	Degenerative polyarthritis	2108	ETFA
10353	C0029408	Degenerative polyarthritis	23263	MCF2L
10354	C0029408	Degenerative polyarthritis	23321	TRIM2
10355	C0029408	Degenerative polyarthritis	2487	FRZB
10356	C0029408	Degenerative polyarthritis	2512	FTL
10357	C0029408	Degenerative polyarthritis	25932	CLIC4
10358	C0029408	Degenerative polyarthritis	2597	GAPDH
10359	C0029408	Degenerative polyarthritis	26275	HIBCH
10360	C0029408	Degenerative polyarthritis	26354	GNL3
10361	C0029408	Degenerative polyarthritis	27071	DAPP1
10362	C0029408	Degenerative polyarthritis	2744	GLS
10363	C0029408	Degenerative polyarthritis	2920	CXCL2
10364	C0029408	Degenerative polyarthritis	3030	HADHA
10365	C0029408	Degenerative polyarthritis	3418	IDH2
10366	C0029408	Degenerative polyarthritis	3419	IDH3A
10367	C0029408	Degenerative polyarthritis	3553	IL1B
10368	C0029408	Degenerative polyarthritis	373156	GSTK1
10369	C0029408	Degenerative polyarthritis	4054	LTBP3
10370	C0029408	Degenerative polyarthritis	4088	SMAD3
10371	C0029408	Degenerative polyarthritis	4148	MATN3
10372	C0029408	Degenerative polyarthritis	4478	MSN
10373	C0029408	Degenerative polyarthritis	4723	NDUFV1
10374	C0029408	Degenerative polyarthritis	4728	NDUFS8
10375	C0029408	Degenerative polyarthritis	478	ATP1A3
10376	C0029408	Degenerative polyarthritis	48	ACO1
10377	C0029408	Degenerative polyarthritis	4831	NME2
10378	C0029408	Degenerative polyarthritis	4976	OPA1
10379	C0029408	Degenerative polyarthritis	5160	PDHA1
10380	C0029408	Degenerative polyarthritis	526	ATP6V1B2
10381	C0029408	Degenerative polyarthritis	5333	PLCD1
10382	C0029408	Degenerative polyarthritis	5352	PLOD2
10383	C0029408	Degenerative polyarthritis	5358	PLS3
10384	C0029408	Degenerative polyarthritis	5455	POU3F3
10385	C0029408	Degenerative polyarthritis	5468	PPARG
10386	C0029408	Degenerative polyarthritis	54829	ASPN
10387	C0029408	Degenerative polyarthritis	5518	PPP2R1A
10388	C0029408	Degenerative polyarthritis	55193	PBRM1
10389	C0029408	Degenerative polyarthritis	5689	PSMB1
10390	C0029408	Degenerative polyarthritis	57333	RCN3
10391	C0029408	Degenerative polyarthritis	5901	RAN
10392	C0029408	Degenerative polyarthritis	59341	TRPV4
10393	C0029408	Degenerative polyarthritis	60	ACTB
10394	C0029408	Degenerative polyarthritis	6372	CXCL6
10395	C0029408	Degenerative polyarthritis	6386	SDCBP
10396	C0029408	Degenerative polyarthritis	6389	SDHA
10397	C0029408	Degenerative polyarthritis	6445	SGCG
10398	C0029408	Degenerative polyarthritis	6513	SLC2A1
10399	C0029408	Degenerative polyarthritis	652	BMP4
10400	C0029408	Degenerative polyarthritis	654	BMP6
10401	C0029408	Degenerative polyarthritis	6648	SOD2
10403	C0029408	Degenerative polyarthritis	7052	TGM2
10404	C0029408	Degenerative polyarthritis	7296	TXNRD1
10405	C0029408	Degenerative polyarthritis	7417	VDAC2
10406	C0029408	Degenerative polyarthritis	7430	EZR
10407	C0029408	Degenerative polyarthritis	7431	VIM
10408	C0029408	Degenerative polyarthritis	796	CALCA
10409	C0029408	Degenerative polyarthritis	79763	ISOC2
10410	C0029408	Degenerative polyarthritis	7980	TFPI2
10411	C0029408	Degenerative polyarthritis	816	CAMK2B
10412	C0029408	Degenerative polyarthritis	8200	GDF5
10413	C0029408	Degenerative polyarthritis	84444	DOT1L
10414	C0029408	Degenerative polyarthritis	8464	SUPT3H
10415	C0029408	Degenerative polyarthritis	860	RUNX2
10416	C0029408	Degenerative polyarthritis	8735	MYH13
10417	C0029408	Degenerative polyarthritis	8854	ALDH1A2
10418	C0029408	Degenerative polyarthritis	9805	SCRN1
10419	C0029408	Degenerative polyarthritis	9961	MVP
10420	C0029401	Osteitis Deformans	10133	OPTN
10421	C0029401	Osteitis Deformans	1435	CSF1
10422	C0029401	Osteitis Deformans	23165	NUP205
10423	C0029401	Osteitis Deformans	5131	PDB1
10424	C0029401	Osteitis Deformans	5371	PML
10425	C0029401	Osteitis Deformans	79890	RIN3
10426	C0029401	Osteitis Deformans	81501	DCSTAMP
10427	C0029401	Osteitis Deformans	8792	TNFRSF11A
10428	C0029401	Osteitis Deformans	8878	SQSTM1
10430	C0853897	Diabetic Cardiomyopathies	186	AGTR2
10431	C0853897	Diabetic Cardiomyopathies	291	SLC25A4
10432	C0853897	Diabetic Cardiomyopathies	335	APOA1
10433	C0853897	Diabetic Cardiomyopathies	3479	IGF1
10434	C0853897	Diabetic Cardiomyopathies	3630	INS
10435	C0853897	Diabetic Cardiomyopathies	3816	KLK1
10436	C0853897	Diabetic Cardiomyopathies	488	ATP2A2
10437	C0853897	Diabetic Cardiomyopathies	6262	RYR2
10438	C0853897	Diabetic Cardiomyopathies	6696	SPP1
10439	C0853897	Diabetic Cardiomyopathies	7124	TNF
10440	C0392557	Nuclear cataract	1409	CRYAA
10441	C0392557	Nuclear cataract	1414	CRYBB1
10442	C0392557	Nuclear cataract	1415	CRYBB2
10443	C0392557	Nuclear cataract	1417	CRYBB3
10444	C0392557	Nuclear cataract	1421	CRYGD
10445	C0392557	Nuclear cataract	146862	UNC45B
10446	C0392557	Nuclear cataract	2700	GJA3
10447	C0392557	Nuclear cataract	4284	MIP
10448	C0392557	Nuclear cataract	4810	NHS
10449	C0392557	Nuclear cataract	631	BFSP1
10450	C0392557	Nuclear cataract	7466	WFS1
10451	C0392557	Nuclear cataract	79443	FYCO1
10452	C0236736	Cocaine-Related Disorders	100126315	MIR665
10453	C0236736	Cocaine-Related Disorders	100126318	MIR301B
10454	C0236736	Cocaine-Related Disorders	10014	HDAC5
10455	C0236736	Cocaine-Related Disorders	10243	GPHN
10456	C0236736	Cocaine-Related Disorders	10280	SIGMAR1
10457	C0236736	Cocaine-Related Disorders	1066	CES1
10458	C0236736	Cocaine-Related Disorders	10919	EHMT2
10459	C0236736	Cocaine-Related Disorders	1133	CHRM5
10460	C0236736	Cocaine-Related Disorders	1268	CNR1
10461	C0236736	Cocaine-Related Disorders	1312	COMT
10462	C0236736	Cocaine-Related Disorders	1385	CREB1
10463	C0236736	Cocaine-Related Disorders	1392	CRH
10464	C0236736	Cocaine-Related Disorders	1393	CRHBP
10465	C0236736	Cocaine-Related Disorders	1394	CRHR1
10466	C0236736	Cocaine-Related Disorders	1395	CRHR2
10467	C0236736	Cocaine-Related Disorders	1769	DNAH8
10468	C0236736	Cocaine-Related Disorders	1812	DRD1
10469	C0236736	Cocaine-Related Disorders	1813	DRD2
10470	C0236736	Cocaine-Related Disorders	1814	DRD3
10471	C0236736	Cocaine-Related Disorders	1958	EGR1
10472	C0236736	Cocaine-Related Disorders	2100	ESR2
10473	C0236736	Cocaine-Related Disorders	2222	FDFT1
10474	C0236736	Cocaine-Related Disorders	2247	FGF2
10475	C0236736	Cocaine-Related Disorders	23237	ARC
10476	C0236736	Cocaine-Related Disorders	2353	FOS
10477	C0236736	Cocaine-Related Disorders	2354	FOSB
10478	C0236736	Cocaine-Related Disorders	23780	APOL2
10479	C0236736	Cocaine-Related Disorders	2550	GABBR1
10480	C0236736	Cocaine-Related Disorders	2555	GABRA2
10481	C0236736	Cocaine-Related Disorders	2566	GABRG2
10482	C0236736	Cocaine-Related Disorders	2571	GAD1
10483	C0236736	Cocaine-Related Disorders	2572	GAD2
10484	C0236736	Cocaine-Related Disorders	26086	GPSM1
10485	C0236736	Cocaine-Related Disorders	2668	GDNF
10486	C0236736	Cocaine-Related Disorders	27161	AGO2
10487	C0236736	Cocaine-Related Disorders	2890	GRIA1
10488	C0236736	Cocaine-Related Disorders	2891	GRIA2
10489	C0236736	Cocaine-Related Disorders	2902	GRIN1
10490	C0236736	Cocaine-Related Disorders	2908	NR3C1
10491	C0236736	Cocaine-Related Disorders	2915	GRM5
10492	C0236736	Cocaine-Related Disorders	3060	HCRT
10493	C0236736	Cocaine-Related Disorders	3061	HCRTR1
10494	C0236736	Cocaine-Related Disorders	3350	HTR1A
10495	C0236736	Cocaine-Related Disorders	3351	HTR1B
10496	C0236736	Cocaine-Related Disorders	3356	HTR2A
10497	C0236736	Cocaine-Related Disorders	3611	ILK
10498	C0236736	Cocaine-Related Disorders	3727	JUND
10499	C0236736	Cocaine-Related Disorders	374868	ATP9B
10500	C0236736	Cocaine-Related Disorders	401145	CCSER1
10501	C0236736	Cocaine-Related Disorders	406919	MIR130A
10502	C0236736	Cocaine-Related Disorders	406927	MIR136
10503	C0236736	Cocaine-Related Disorders	406928	MIR137
10504	C0236736	Cocaine-Related Disorders	406929	MIR138-1
10505	C0236736	Cocaine-Related Disorders	406946	MIR154
10506	C0236736	Cocaine-Related Disorders	406962	MIR186
10507	C0236736	Cocaine-Related Disorders	406994	MIR212
10508	C0236736	Cocaine-Related Disorders	406995	MIR181A1
10509	C0236736	Cocaine-Related Disorders	4204	MECP2
10510	C0236736	Cocaine-Related Disorders	442892	MIR148B
10511	C0236736	Cocaine-Related Disorders	442898	MIR324
10512	C0236736	Cocaine-Related Disorders	442905	MIR337
10513	C0236736	Cocaine-Related Disorders	442913	MIR376C
10514	C0236736	Cocaine-Related Disorders	442914	MIR369
10515	C0236736	Cocaine-Related Disorders	4803	NGF
10516	C0236736	Cocaine-Related Disorders	4852	NPY
10517	C0236736	Cocaine-Related Disorders	4887	NPY2R
10518	C0236736	Cocaine-Related Disorders	4915	NTRK2
10519	C0236736	Cocaine-Related Disorders	494329	MIR380
10520	C0236736	Cocaine-Related Disorders	494333	MIR384
10521	C0236736	Cocaine-Related Disorders	4986	OPRK1
10522	C0236736	Cocaine-Related Disorders	4988	OPRM1
10523	C0236736	Cocaine-Related Disorders	51088	KLHL5
10524	C0236736	Cocaine-Related Disorders	5173	PDYN
10525	C0236736	Cocaine-Related Disorders	51738	GHRL
10526	C0236736	Cocaine-Related Disorders	5443	POMC
10527	C0236736	Cocaine-Related Disorders	55714	TENM3
10528	C0236736	Cocaine-Related Disorders	5594	MAPK1
10529	C0236736	Cocaine-Related Disorders	5595	MAPK3
10530	C0236736	Cocaine-Related Disorders	5617	PRL
10531	C0236736	Cocaine-Related Disorders	574441	MIR488
10532	C0236736	Cocaine-Related Disorders	57554	LRRC7
10533	C0236736	Cocaine-Related Disorders	57586	SYT13
10534	C0236736	Cocaine-Related Disorders	590	BCHE
10535	C0236736	Cocaine-Related Disorders	594857	NPS
10536	C0236736	Cocaine-Related Disorders	627	BDNF
10537	C0236736	Cocaine-Related Disorders	6506	SLC1A2
10538	C0236736	Cocaine-Related Disorders	6531	SLC6A3
10539	C0236736	Cocaine-Related Disorders	6532	SLC6A4
10540	C0236736	Cocaine-Related Disorders	6622	SNCA
10541	C0236736	Cocaine-Related Disorders	6870	TACR3
10542	C0236736	Cocaine-Related Disorders	7297	TYK2
10543	C0236736	Cocaine-Related Disorders	79571	GCC1
10544	C0236736	Cocaine-Related Disorders	79664	ICE2
10545	C0236736	Cocaine-Related Disorders	79694	MANEA
10546	C0236736	Cocaine-Related Disorders	801	CALM1
10547	C0236736	Cocaine-Related Disorders	805	CALM2
10548	C0236736	Cocaine-Related Disorders	814	CAMK4
10549	C0236736	Cocaine-Related Disorders	815	CAMK2A
10550	C0236736	Cocaine-Related Disorders	81578	COL21A1
10551	C0236736	Cocaine-Related Disorders	816	CAMK2B
10552	C0236736	Cocaine-Related Disorders	8824	CES2
10553	C0236736	Cocaine-Related Disorders	887	CCKBR
10554	C0236736	Cocaine-Related Disorders	9252	RPS6KA5
10555	C0236736	Cocaine-Related Disorders	9455	HOMER2
10556	C0236736	Cocaine-Related Disorders	9456	HOMER1
10557	C0236736	Cocaine-Related Disorders	949	SCARB1
10558	C0236736	Cocaine-Related Disorders	9607	CARTPT
10559	C0236736	Cocaine-Related Disorders	9759	HDAC4
10560	C0162671	MELAS Syndrome	3552	IL1A
10561	C0162671	MELAS Syndrome	3553	IL1B
10562	C0162671	MELAS Syndrome	4511	TRNC
10563	C0162671	MELAS Syndrome	4514	COX3
10564	C0162671	MELAS Syndrome	4535	ND1
10565	C0162671	MELAS Syndrome	4538	ND4
10566	C0162671	MELAS Syndrome	4540	ND5
10567	C0162671	MELAS Syndrome	4541	ND6
10568	C0162671	MELAS Syndrome	4558	TRNF
10569	C0162671	MELAS Syndrome	4567	TRNL1
10570	C0162671	MELAS Syndrome	4572	TRNQ
10571	C0162671	MELAS Syndrome	4574	TRNS1
10572	C0162671	MELAS Syndrome	4719	NDUFS1
10573	C0162671	MELAS Syndrome	6647	SOD1
10574	C0162671	MELAS Syndrome	6648	SOD2
10575	C0162670	Mitochondrial Myopathies	3552	IL1A
10576	C0162670	Mitochondrial Myopathies	3553	IL1B
10577	C0162670	Mitochondrial Myopathies	3569	IL6
10578	C0162670	Mitochondrial Myopathies	4553	TRNA
10579	C0162670	Mitochondrial Myopathies	4568	TRNL2
10580	C0162670	Mitochondrial Myopathies	4569	TRNM
10581	C0162670	Mitochondrial Myopathies	4578	TRNW
10582	C0162670	Mitochondrial Myopathies	50484	RRM2B
10583	C0162670	Mitochondrial Myopathies	7124	TNF
10584	C0162670	Mitochondrial Myopathies	7416	VDAC1
10585	C0236733	Amphetamine-Related Disorders	1012	CDH13
10586	C0236733	Amphetamine-Related Disorders	1061	CENPCP1
10587	C0236733	Amphetamine-Related Disorders	128674	PROKR2
10588	C0236733	Amphetamine-Related Disorders	1312	COMT
10589	C0236733	Amphetamine-Related Disorders	135	ADORA2A
10590	C0236733	Amphetamine-Related Disorders	137868	SGCZ
10591	C0236733	Amphetamine-Related Disorders	1565	CYP2D6
10592	C0236733	Amphetamine-Related Disorders	158038	LINGO2
10593	C0236733	Amphetamine-Related Disorders	1604	CD55
10594	C0236733	Amphetamine-Related Disorders	1812	DRD1
10595	C0236733	Amphetamine-Related Disorders	1813	DRD2
10596	C0236733	Amphetamine-Related Disorders	1814	DRD3
10597	C0236733	Amphetamine-Related Disorders	1815	DRD4
10598	C0236733	Amphetamine-Related Disorders	2052	EPHX1
10599	C0236733	Amphetamine-Related Disorders	207	AKT1
10600	C0236733	Amphetamine-Related Disorders	2272	FHIT
10601	C0236733	Amphetamine-Related Disorders	22913	RALY
10602	C0236733	Amphetamine-Related Disorders	23090	ZNF423
10603	C0236733	Amphetamine-Related Disorders	23245	ASTN2
10604	C0236733	Amphetamine-Related Disorders	23305	ACSL6
10605	C0236733	Amphetamine-Related Disorders	23307	FKBP15
10606	C0236733	Amphetamine-Related Disorders	23362	PSD3
10607	C0236733	Amphetamine-Related Disorders	2353	FOS
10608	C0236733	Amphetamine-Related Disorders	2566	GABRG2
10609	C0236733	Amphetamine-Related Disorders	26289	AK5
10610	C0236733	Amphetamine-Related Disorders	26575	RGS17
10611	C0236733	Amphetamine-Related Disorders	26577	PCOLCE2
10612	C0236733	Amphetamine-Related Disorders	2668	GDNF
10613	C0236733	Amphetamine-Related Disorders	2912	GRM2
10614	C0236733	Amphetamine-Related Disorders	2944	GSTM1
10615	C0236733	Amphetamine-Related Disorders	2950	GSTP1
10616	C0236733	Amphetamine-Related Disorders	2952	GSTT1
10617	C0236733	Amphetamine-Related Disorders	3084	NRG1
10618	C0236733	Amphetamine-Related Disorders	313	AOAH
10619	C0236733	Amphetamine-Related Disorders	3351	HTR1B
10620	C0236733	Amphetamine-Related Disorders	3359	HTR3A
10621	C0236733	Amphetamine-Related Disorders	3362	HTR6
10622	C0236733	Amphetamine-Related Disorders	340267	COL28A1
10623	C0236733	Amphetamine-Related Disorders	344558	SH3RF3
10624	C0236733	Amphetamine-Related Disorders	409	ARRB2
10625	C0236733	Amphetamine-Related Disorders	43	ACHE
10626	C0236733	Amphetamine-Related Disorders	4645	MYO5B
10627	C0236733	Amphetamine-Related Disorders	4842	NOS1
10628	C0236733	Amphetamine-Related Disorders	4886	NPY1R
10629	C0236733	Amphetamine-Related Disorders	4988	OPRM1
10630	C0236733	Amphetamine-Related Disorders	5104	SERPINA5
10631	C0236733	Amphetamine-Related Disorders	5142	PDE4B
10632	C0236733	Amphetamine-Related Disorders	5144	PDE4D
10633	C0236733	Amphetamine-Related Disorders	5146	PDE6C
10634	C0236733	Amphetamine-Related Disorders	5173	PDYN
10635	C0236733	Amphetamine-Related Disorders	5327	PLAT
10636	C0236733	Amphetamine-Related Disorders	54535	CCHCR1
10637	C0236733	Amphetamine-Related Disorders	5460	POU5F1
10638	C0236733	Amphetamine-Related Disorders	54996	MTARC2
10639	C0236733	Amphetamine-Related Disorders	5592	PRKG1
10640	C0236733	Amphetamine-Related Disorders	5607	MAP2K5
10641	C0236733	Amphetamine-Related Disorders	5970	RELA
10642	C0236733	Amphetamine-Related Disorders	627	BDNF
10643	C0236733	Amphetamine-Related Disorders	64478	CSMD1
10644	C0236733	Amphetamine-Related Disorders	64754	SMYD3
10645	C0236733	Amphetamine-Related Disorders	64757	MTARC1
10646	C0236733	Amphetamine-Related Disorders	6531	SLC6A3
10647	C0236733	Amphetamine-Related Disorders	6532	SLC6A4
10648	C0236733	Amphetamine-Related Disorders	6536	SLC6A9
10649	C0236733	Amphetamine-Related Disorders	6622	SNCA
10650	C0236733	Amphetamine-Related Disorders	7799	PRDM2
10651	C0236733	Amphetamine-Related Disorders	79750	ZNF385D
10652	C0236733	Amphetamine-Related Disorders	80036	TRPM3
10653	C0236733	Amphetamine-Related Disorders	8029	CUBN
10654	C0236733	Amphetamine-Related Disorders	81501	DCSTAMP
10655	C0236733	Amphetamine-Related Disorders	84196	USP48
10656	C0236733	Amphetamine-Related Disorders	9215	LARGE1
10657	C0236733	Amphetamine-Related Disorders	9463	PICK1
10658	C0236733	Amphetamine-Related Disorders	9771	RAPGEF5
10659	C0236733	Amphetamine-Related Disorders	9951	HS3ST4
10660	C0009375	Colonic Neoplasms	1026	CDKN1A
10661	C0009375	Colonic Neoplasms	11156	PTP4A3
10662	C0009375	Colonic Neoplasms	1158	CKM
10663	C0009375	Colonic Neoplasms	1356	CP
10664	C0009375	Colonic Neoplasms	1410	CRYAB
10665	C0009375	Colonic Neoplasms	143	PARP4
10666	C0009375	Colonic Neoplasms	1499	CTNNB1
10667	C0009375	Colonic Neoplasms	1592	CYP26A1
10668	C0009375	Colonic Neoplasms	160728	SLC5A8
10669	C0009375	Colonic Neoplasms	1670	DEFA5
10670	C0009375	Colonic Neoplasms	1755	DMBT1
10671	C0009375	Colonic Neoplasms	1786	DNMT1
10672	C0009375	Colonic Neoplasms	1806	DPYD
10673	C0009375	Colonic Neoplasms	1890	TYMP
10674	C0009375	Colonic Neoplasms	1956	EGFR
10675	C0009375	Colonic Neoplasms	2	A2M
10676	C0009375	Colonic Neoplasms	2064	ERBB2
10677	C0009375	Colonic Neoplasms	2122	MECOM
10678	C0009375	Colonic Neoplasms	219	ALDH1B1
10679	C0009375	Colonic Neoplasms	2203	FBP1
10680	C0009375	Colonic Neoplasms	23236	PLCB1
10681	C0009375	Colonic Neoplasms	2348	FOLR1
10682	C0009375	Colonic Neoplasms	240	ALOX5
10683	C0009375	Colonic Neoplasms	2520	GAST
10684	C0009375	Colonic Neoplasms	2535	FZD2
10685	C0009375	Colonic Neoplasms	2596	GAP43
10686	C0009375	Colonic Neoplasms	2641	GCG
10687	C0009375	Colonic Neoplasms	27035	NOX1
10688	C0009375	Colonic Neoplasms	28234	SLCO1B3
10689	C0009375	Colonic Neoplasms	2949	GSTM5
10690	C0009375	Colonic Neoplasms	2982	GUCY1A1
10691	C0009375	Colonic Neoplasms	29950	SERTAD1
10692	C0009375	Colonic Neoplasms	30011	SH3KBP1
10693	C0009375	Colonic Neoplasms	3158	HMGCS2
10694	C0009375	Colonic Neoplasms	324	APC
10695	C0009375	Colonic Neoplasms	3280	HES1
10696	C0009375	Colonic Neoplasms	3306	HSPA2
10697	C0009375	Colonic Neoplasms	3315	HSPB1
10698	C0009375	Colonic Neoplasms	332	BIRC5
10699	C0009375	Colonic Neoplasms	3383	ICAM1
10700	C0009375	Colonic Neoplasms	3399	ID3
10701	C0009375	Colonic Neoplasms	3458	IFNG
10702	C0009375	Colonic Neoplasms	3481	IGF2
10703	C0009375	Colonic Neoplasms	3484	IGFBP1
10704	C0009375	Colonic Neoplasms	3553	IL1B
10705	C0009375	Colonic Neoplasms	3557	IL1RN
10706	C0009375	Colonic Neoplasms	3604	TNFRSF9
10707	C0009375	Colonic Neoplasms	3627	CXCL10
10708	C0009375	Colonic Neoplasms	3679	ITGA7
10709	C0009375	Colonic Neoplasms	3725	JUN
10710	C0009375	Colonic Neoplasms	3757	KCNH2
10711	C0009375	Colonic Neoplasms	3845	KRAS
10712	C0009375	Colonic Neoplasms	3952	LEP
10713	C0009375	Colonic Neoplasms	4023	LPL
10714	C0009375	Colonic Neoplasms	4057	LTF
10715	C0009375	Colonic Neoplasms	4129	MAOB
10716	C0009375	Colonic Neoplasms	4171	MCM2
10717	C0009375	Colonic Neoplasms	4224	MEP1A
10718	C0009375	Colonic Neoplasms	4288	MKI67
10719	C0009375	Colonic Neoplasms	430	ASCL2
10720	C0009375	Colonic Neoplasms	4316	MMP7
10721	C0009375	Colonic Neoplasms	4318	MMP9
10722	C0009375	Colonic Neoplasms	4321	MMP12
10723	C0009375	Colonic Neoplasms	4524	MTHFR
10724	C0009375	Colonic Neoplasms	4609	MYC
10725	C0009375	Colonic Neoplasms	4790	NFKB1
10726	C0009375	Colonic Neoplasms	4843	NOS2
10727	C0009375	Colonic Neoplasms	4851	NOTCH1
10728	C0009375	Colonic Neoplasms	4953	ODC1
10729	C0009375	Colonic Neoplasms	5020	OXT
10730	C0009375	Colonic Neoplasms	50507	NOX4
10731	C0009375	Colonic Neoplasms	5071	PRKN
10732	C0009375	Colonic Neoplasms	5111	PCNA
10733	C0009375	Colonic Neoplasms	51176	LEF1
10734	C0009375	Colonic Neoplasms	5121	PCP4
10735	C0009375	Colonic Neoplasms	5268	SERPINB5
10736	C0009375	Colonic Neoplasms	538	ATP7A
10737	C0009375	Colonic Neoplasms	5468	PPARG
10738	C0009375	Colonic Neoplasms	54739	XAF1
10739	C0009375	Colonic Neoplasms	553158	PRR5-ARHGAP8
10740	C0009375	Colonic Neoplasms	5608	MAP2K6
10741	C0009375	Colonic Neoplasms	57381	RHOJ
10742	C0009375	Colonic Neoplasms	5743	PTGS2
10743	C0009375	Colonic Neoplasms	57447	NDRG2
10744	C0009375	Colonic Neoplasms	578	BAK1
10745	C0009375	Colonic Neoplasms	581	BAX
10746	C0009375	Colonic Neoplasms	59	ACTA2
10747	C0009375	Colonic Neoplasms	595	CCND1
10748	C0009375	Colonic Neoplasms	596	BCL2
